FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30
NA20126	NA20126	0.4096398	0.04044414	0.01927182	0.02204995	-0.0008004145	-0.003161528	0.02313137	0.0079622	0.001784103	0.01531374	-0.01641973	0.01054437	0.007837652	0.03777372	-0.002732266	0.003292527	0.085934	-0.1237572	0.02479567	-0.02318689	-0.006826483	0.04371441	0.01407439	-0.04345106	-0.05512916	-0.0388112	-0.05259445	0.05299894	0.02298563	-0.003580564
NA20127	NA20127	0.5661473	0.08945439	0.008417796	0.01426025	-0.006364038	-0.01627816	0.02267949	0.01742331	0.001338938	0.02210636	0.04129244	0.04973987	-0.00777252	0.01386951	0.01219652	-0.02202043	-0.05316436	0.02421562	-0.02670891	0.04414576	0.01317222	-0.1513459	-0.05192795	-0.07768942	-0.07273745	0.09534087	0.1255497	0.06938035	0.04742687	-0.1326992
NA20274	NA20274	0.1009943	0.091967	0.04770166	-0.2244778	-0.04702402	-0.01269058	0.001258362	0.01528911	0.004844402	0.003311589	-0.007387497	0.00123549	-0.02211047	0.05849141	-0.01041726	0.05829358	-0.3163091	-0.0691947	0.2538267	-0.01702705	-0.08944066	0.05809738	-0.1815044	-0.05482059	0.0374548	0.04868521	-0.05025865	-0.001155603	-0.06012649	-0.1061176
NA20276	NA20276	0.4800035	0.05560476	0.01090015	0.01726623	-0.0048802	-0.009948054	0.0473022	-0.06060118	-0.01110259	-0.001528216	0.02004068	0.01332606	-0.007445056	-0.003236948	0.002798631	0.02854726	-0.03650879	0.02949404	-0.09029458	-0.07041868	0.02829772	-0.1256036	-0.09035659	-0.003065079	0.06716853	0.0857594	0.01005537	0.1554617	0.07893881	0.1641521
NA20278	NA20278	0.2634596	-0.04665391	0.03118756	0.01525699	-0.000780795	0.003359143	-0.01199128	0.001205301	0.01122753	0.004434764	-0.02792503	-0.005167249	0.01436039	0.01537349	0.00126693	0.02142491	-0.009451636	-0.01975183	0.03104001	-0.01433111	0.006226543	-0.002809841	0.03754501	0.01344796	-0.01536018	0.008140131	0.003523816	-0.008013968	0.0211965	-0.0348468
NA20281	NA20281	0.5052884	0.07125191	0.009087563	0.02185122	-0.01121595	0.009617285	-0.001643096	0.007105461	0.02792754	0.007646842	-0.006977724	0.001090353	-0.01596126	-0.009497726	-0.003601244	0.0325507	0.100723	-0.05295279	-0.08870553	0.01507159	0.09738623	0.1727033	-0.2107656	0.1295389	-0.06768582	0.05632517	0.189182	-0.1394713	0.05668604	-0.03823983
NA20282	NA20282	0.4288092	0.03949477	0.01217907	0.01020773	-0.002723514	0.003376885	-0.007953858	0.0006513195	0.01076327	-0.004461647	0.01091001	0.005151142	0.01411748	0.005248138	-0.01970321	0.04770251	0.1137737	-0.09622301	-0.03223901	0.0598065	0.1621613	0.02509678	0.05869015	0.1179579	-0.05118894	0.05003275	0.1876018	0.03140114	0.08350843	0.1412125
NA20287	NA20287	0.4850065	0.07094117	0.005862547	0.01296076	0.0151851	0.001512036	0.004873974	-0.01918667	0.004445658	-0.01624214	-0.004710124	0.04255243	0.01045927	0.003190406	0.01612296	0.002259688	0.04599039	0.09155699	-0.0744173	0.006505387	0.06218577	-0.07943802	0.02513986	0.05540572	0.0006930496	0.043208	-0.1210176	-0.015898	-0.03849075	-0.008079767
NA20289	NA20289	0.4579307	0.05210063	0.009980526	0.02309327	0.004347645	-0.001718334	0.01281486	-0.001300438	0.04333867	0.00771203	-0.00877493	0.02660988	0.02708991	0.01774482	0.02599426	0.04086628	-0.1124157	-0.02441851	-0.2120381	-0.1234557	-0.172294	-0.0127947	-0.05796767	0.1085597	-0.05512561	-0.1017766	-0.03287889	-0.1028386	0.1781592	-0.08515134
NA20291	NA20291	0.5970219	0.111818	-0.008631552	0.01222455	-0.0006058581	0.01650085	0.002885273	0.01066704	0.05521591	0.02729053	-0.07970719	-0.02378539	0.01905121	-0.0274962	0.01105254	-0.01451598	0.08872118	0.1648358	0.06547699	-0.01223659	0.02786253	-0.1718234	-0.01947152	-0.1129569	0.09870116	0.2571659	0.07495316	-0.02264033	-0.07159874	-0.1554338
NA20294	NA20294	0.5150266	0.07826056	0.009915264	0.01562119	-0.006131581	-0.01172531	0.02130787	0.01423379	-0.02062142	0.03313501	0.02536037	0.04733995	-0.03575396	0.009710966	-0.02286959	0.01721624	-0.004766895	-0.03478466	-0.0923402	0.05903194	-0.1289576	0.08431435	-0.03869555	-0.05228483	-0.1231629	0.1307126	0.04284585	0.09910912	-0.1578305	0.09236044
NA20296	NA20296	0.4573456	0.05539922	0.01023916	0.01412768	-0.001649229	0.0074676	-0.00899105	0.07026936	0.03080232	0.01553383	0.04422723	-0.0982379	0.04225437	0.01905143	0.0210156	-0.03885401	-0.02692444	-0.02264198	-0.03053391	0.09713116	-0.09411029	0.006082205	-0.05352142	-0.01200575	0.09444209	0.04797518	0.05653488	-0.04653837	-0.1479668	0.03276733
NA20298	NA20298	0.5588425	0.1025885	-0.002362944	0.008465515	-0.008175926	-0.004706701	0.01862468	0.001291171	-0.01865277	0.0006393332	-0.008949095	0.0186808	0.02901898	0.01074603	-0.005592124	-0.02526973	-0.1150629	-0.0892252	-0.1348369	0.07883292	0.09268551	0.06060827	-0.02152189	-0.001545155	0.06641541	-0.1243459	0.1523415	-0.1091292	0.01494986	0.1656637
NA20299	NA20299	0.1839295	0.1075207	0.04926432	-0.2067997	-0.0453157	0.001976223	-0.001777032	0.007051263	0.007350106	-0.008413629	-0.01671174	0.01769575	-0.003880523	0.04293618	0.01057288	-0.007388344	-0.006506716	-0.02720241	0.02711549	0.02036383	0.01268069	-0.03324303	-0.01255623	0.01032338	-0.02916499	-0.02078936	0.003035889	0.0095996	0.01963405	0.02833294
NA20314	NA20314	-0.1132071	0.07047267	0.06570585	-0.2933922	-0.04658472	0.001664345	0.008921271	-0.00380714	-0.009159283	0.001192904	0.008695408	0.0007318812	-0.01170999	0.04995064	-0.001395511	0.01218043	-0.006577984	-0.003786365	0.01596488	0.01846729	0.003147733	0.004690062	0.000973162	0.001021644	-0.002490257	0.003697291	-0.006902106	-0.006932835	-0.008417749	0.002001223
NA20317	NA20317	0.426196	0.02649097	0.02190457	0.01647201	-0.00562704	0.06294435	-0.08590057	0.549667	0.2023748	0.3086524	0.3365651	-0.4706129	0.2837619	-0.05960178	0.02317614	-0.03221186	0.04699372	0.02527801	-0.01205867	0.009914724	-0.003791036	0.002752472	0.004365369	0.008175191	-0.03744442	-0.006247129	-0.04131288	-0.009320514	-0.01332675	0.001190703
NA20318	NA20318	0.4207927	0.03657337	0.02457839	-0.005785309	-0.01402059	0.06467724	-0.07458698	0.563047	0.2020342	0.3026892	0.3245822	-0.4686736	0.2788382	-0.06021758	0.01509792	-0.0329534	0.02702126	0.005863215	0.01021517	0.02391886	0.00565002	-0.01372069	0.008304391	-0.007770974	-0.03774688	0.00260321	-0.03872785	-0.01228159	0.002589059	0.0002088208
NA20320	NA20320	0.5376246	0.09441723	0.01327906	0.01238785	-0.01817344	0.03729203	0.1527883	-0.100619	0.3377243	0.08203367	-0.2226221	-0.4787145	-0.6726618	-0.04059923	-0.01623901	-0.04159887	-0.01412463	0.006213432	0.004477688	0.030496	0.04163432	-0.01000372	0.01143886	-0.00541557	0.01198986	-0.004100295	0.006753139	-0.008854671	0.03261346	0.02078041
NA20321	NA20321	0.4568208	0.05597528	0.01550229	0.02162358	-0.01509251	0.03541196	0.1317913	-0.09968731	0.3240171	0.08346707	-0.2072296	-0.4670499	-0.6634351	-0.03732194	-0.0187767	-0.04044492	-0.02274656	0.001134437	0.006397088	0.01928864	0.0186647	0.008297006	0.01346213	0.0139765	0.01054688	-0.00232463	0.01109123	-0.01188879	0.03416713	0.01078161
NA20332	NA20332	0.4685189	0.06153236	0.01111966	0.008861168	-0.007807019	-0.001322241	0.01333373	-0.02967665	0.01305113	-0.008356316	-0.001080183	0.01212829	0.01659911	-0.008781617	0.01404606	0.04029256	-0.1489967	0.01037595	-0.01341339	0.07494048	0.06435583	-0.002721857	-0.1304876	0.2398709	-0.1390362	0.07695831	-0.06267964	-0.03035117	0.03779539	0.01142078
NA20334	NA20334	0.3702524	0.005444679	0.01665491	0.0200318	-0.01990365	0.005428033	0.2665096	-0.2363945	-0.6246206	-0.163305	0.3946669	-0.4023745	-0.05409339	-0.06795253	0.04582954	0.001881326	-0.004561314	-0.002821925	0.02494376	-0.003570476	-0.01824916	0.02637453	0.0118512	0.01707515	0.002744298	-0.01178953	-0.009090563	-0.00321026	0.01036448	-0.02371915
NA20339	NA20339	0.5202905	0.09950087	0.009443083	-0.006841921	-0.01586242	0.007235838	0.0326916	0.0146227	0.02531574	0.002212438	0.01086143	0.01956922	-0.01180016	0.005757648	0.03490244	0.03418582	-0.07110963	-0.05652073	0.07754784	-0.07567196	-0.08443853	-0.0893812	0.0848808	0.1111815	0.05118616	0.04561589	0.1191739	-0.09076149	-0.1155587	0.05511828
NA20340	NA20340	0.5030535	0.07475553	0.01049718	0.008852824	-0.002467427	-0.01301891	-0.003168855	-0.01725963	-0.0006949604	-0.009698075	0.0003841823	-0.009288865	0.04750078	-0.01793975	0.01759278	0.02076662	-0.3137881	0.1439619	0.04506239	0.1027451	0.003603369	-0.07798082	-0.08082985	0.06611313	0.1073543	0.03607712	-0.06003651	0.001010989	0.04190087	0.04419608
NA20342	NA20342	0.3439904	0.004282373	0.02668109	0.01772	0.01369251	-0.001793408	0.008786603	-0.04182104	-0.02514653	-0.02900523	0.01201898	-0.0007625013	-0.04463488	-0.01571125	0.007760494	0.02080533	0.04274012	-0.07549905	0.02066996	0.0229711	0.0226549	-0.04610155	0.04485391	-0.04379811	-0.00175731	0.01385047	0.02120714	0.01041579	0.04509071	-0.1006537
NA20346	NA20346	0.489206	0.08108829	0.009908563	0.0122438	-0.006074281	0.008743568	0.02358642	0.02521895	0.01391232	-0.01768471	0.00621597	0.01858586	0.01075782	0.01395714	-0.01065179	0.002742464	-0.3233363	0.06447577	-0.005326697	0.08455151	0.0630977	-0.02230692	0.06314611	0.1019919	0.1877596	-0.04880444	-0.06727392	-0.02009115	0.07313737	0.1910245
NA20348	NA20348	0.5026858	0.07693366	0.00359463	0.02156004	-0.01306196	-0.02407492	0.01734578	0.03800706	-0.03525101	-0.008302414	-0.05413579	-0.01781491	0.02596225	0.003345303	0.02318515	-0.004260656	-0.00439137	-0.05241713	0.03100451	-0.03517696	-0.05232181	-0.08605537	-0.1510774	-0.02274657	-0.09590419	-0.01589605	0.04322783	0.0174563	-0.08971349	0.1050354
NA20351	NA20351	0.3844232	0.01623158	0.02592897	0.01442118	0.01447543	0.0004044282	-0.01644342	-0.01285829	0.001152982	-0.02183598	-0.003374918	0.0225674	0.0287287	-0.005983093	-0.0186908	-0.01653044	-0.008735487	-0.007259819	-0.03289974	-0.06465152	0.04053376	0.08630286	-0.07635093	0.04000431	0.06880146	-0.02119565	0.02063229	-0.0009626669	-0.01532781	0.1182254
NA20355	NA20355	0.4840209	0.05640021	0.01747775	0.01980811	-0.02979916	-0.002122304	0.2793158	-0.2505896	-0.6253029	-0.1665416	0.3986635	-0.4106517	-0.05102815	-0.07196706	0.04138042	-0.00299693	-0.01005663	0.008890692	0.009058411	0.00266156	-0.01382685	0.03563189	-0.01508154	0.01824565	-0.009106988	-0.006610331	-0.01335581	0.001730657	0.01062192	-0.01107782
NA20356	NA20356	0.5233052	0.07297607	0.006351127	0.005178443	0.005532932	0.01536924	-0.008315027	0.009597665	-0.009051101	-0.004295761	0.03562604	-0.04863497	0.009159065	-0.005550651	-0.01203644	-0.001903001	-0.02715107	0.05225135	0.0784825	0.03916259	0.07416359	-0.1551207	0.02802205	-0.06938217	0.1193874	0.1556306	0.1849438	0.03708294	0.0853035	-0.009472714
NA20357	NA20357	0.540408	0.08606679	0.002323323	0.01276995	-0.01043872	-0.0207165	0.04063724	-0.01675703	0.01653532	0.0008174136	-0.006286712	0.003063687	-0.01089492	0.03233297	0.003786668	0.01729563	0.1144261	0.06869183	-0.02484157	-0.06982236	-0.06383137	-0.04696342	0.05125611	-0.05866952	-0.1105225	-0.149343	-0.08037983	0.1615366	-0.00134289	0.04772704
NA20359	NA20359	0.4518433	0.05393509	0.01458085	0.01738414	-0.03605255	-0.04952988	-0.2527759	0.3790241	-0.1921026	0.07856714	0.4001641	0.3843031	-0.569354	-0.06632088	0.02675189	0.01093824	0.003574886	0.003108964	0.0080095	-0.001409608	-0.0249439	-0.02958383	0.0009814911	-0.002392712	0.02609926	-0.0007318769	-0.03181859	-0.003795812	-0.01065001	0.006773089
NA20362	NA20362	0.4423998	0.05137814	0.01794579	0.01185891	-0.03021668	-0.04580767	-0.2406577	0.3624297	-0.1937713	0.06692067	0.3884601	0.3802718	-0.5650892	-0.06384536	0.03402865	0.007399465	-0.004712204	0.02429796	-0.00370357	-0.002462388	-0.01229373	-0.04011289	-0.008520842	0.009515131	0.02592001	0.009744744	-0.01338217	-0.02239351	0.02851876	0.005072729
NA20412	NA20412	0.4372447	0.05720492	0.0173269	-0.003482741	-0.01871212	0.005345069	0.001071662	0.01445794	0.01510138	0.008197658	-0.0239711	-0.01563569	-0.002804925	0.006499239	0.01667273	0.01500066	0.001839467	-0.1785147	0.05706319	0.01908401	-0.05864421	-0.0436922	0.02459719	0.1104343	-0.04268615	-0.03185883	0.08309374	0.03269556	-0.03373439	0.01935817
NA20502	NA20502	-0.06129898	-0.1916051	0.03744747	0.0408459	0.07518317	0.0006949675	-0.004455763	0.006446228	0.002901247	-0.007919233	-0.01490701	0.008654661	-0.004458533	0.003428699	-0.009071682	-0.06554398	-0.0159861	-0.006032029	-0.00433319	0.004494013	0.006459324	-0.001527578	-0.01357683	-0.0004206557	0.007071831	-0.01124026	0.01505731	0.04029204	-0.01695059	-0.01639451
NA20503	NA20503	-0.05967689	-0.1868854	0.0407446	0.03628332	0.08742068	-0.003824684	-0.01373548	-0.00132339	0.0003371178	-0.006116327	-0.006153828	0.004154954	-0.002669506	0.01330502	-0.01103567	-0.1009432	0.01069998	0.004242398	0.0008125575	-0.004448369	-0.02020028	0.009993557	-0.002008938	0.01607334	0.007973133	-0.004376712	0.012681	0.01446288	-0.0117855	0.002420173
NA20504	NA20504	-0.06442496	-0.1838098	0.03744744	0.03290841	0.08623315	0.003831176	0.007138892	0.002189148	0.004882613	-0.001296489	0.001524372	0.003929825	-0.005837671	0.02087172	-0.002717213	-0.06523381	0.002703092	-0.005770769	0.004660101	0.01034537	0.008024536	-0.0005477417	-0.01701793	0.006523227	-0.01099395	0.004178921	0.001639258	0.01738732	-0.003991564	-0.01477268
NA20505	NA20505	-0.05744828	-0.1902558	0.03889953	0.03829788	0.07823905	0.002600479	-0.007143012	0.00391067	0.009648725	0.003432291	0.01380983	-0.007300712	0.003814319	0.003374698	-0.01572642	-0.07887451	0.00132261	0.0004316458	0.00260266	-0.007733599	-0.009288303	-0.002191924	0.0001627878	0.003706447	-0.007058249	-0.009457059	0.0171455	-0.0119197	-0.01475647	-0.01483219
NA20506	NA20506	-0.06157313	-0.1874844	0.03569174	0.0330653	0.08644053	0.004799228	0.002265207	-0.005032687	0.003580194	-0.008219135	0.0001118976	0.007600399	0.004431729	0.01206745	0.00735275	-0.08951916	-0.005185902	0.0007240714	0.006796984	-0.007645973	0.02079554	0.01762053	0.009787565	0.004428502	0.01255726	0.0003325182	0.01350903	0.0293037	-0.01726471	-0.0163819
NA20507	NA20507	-0.06191871	-0.1874567	0.03395367	0.04417728	0.07477292	-0.00620742	0.006796799	0.002114643	-0.003263777	-0.01075573	0.003344144	0.0003721461	0.008086531	0.002073861	-0.01724437	-0.08032879	0.01547757	0.0003852438	0.0007007815	-0.009324398	-0.007134914	0.004574014	-0.02314007	0.01376971	-0.003708085	-0.00339753	-0.002249441	0.01505307	-0.01111896	0.01611613
NA20508	NA20508	-0.05913992	-0.1879261	0.03280332	0.04012321	0.08857456	0.0044004	0.004649552	0.003932471	-0.006489272	0.01187595	0.02610101	0.003783474	0.001922622	0.0184657	-0.01525238	-0.0748575	-0.01207837	0.002225696	0.004733232	0.0008959309	-0.01086693	0.005343432	-0.009032947	0.007561948	0.005577219	0.01682902	0.01213093	0.005652774	0.009895612	0.00467532
NA20509	NA20509	-0.06269552	-0.1863713	0.04101525	0.03110484	0.08870247	-0.0003657997	-0.004535755	-0.00742311	-0.0002898606	-0.002953813	-0.0008161172	0.0006374081	-0.0007346068	0.01162743	-0.01516214	-0.06602209	-0.004640366	0.01083414	-0.005371417	0.01316207	0.00997429	0.02017434	0.006084145	0.007841324	0.004074686	0.00820769	-0.01640893	0.01195511	-0.00982691	-0.02751341
NA20510	NA20510	-0.0608648	-0.1836041	0.04427488	0.03744441	0.08487972	0.0001953871	-0.002532943	0.006981725	-0.01189618	0.005229691	0.002236952	0.00160872	-0.001940435	0.009781051	-0.01386449	-0.05574259	-0.02256299	0.02705416	-0.004413854	0.009534441	0.0003936616	0.005732514	-0.02822737	0.007554147	0.009483866	-0.004465593	0.02663214	0.023308	-0.02359713	-0.002566161
NA20511	NA20511	-0.06198507	-0.186686	0.03094946	0.03941817	0.08260539	-0.01591015	-0.0004822117	0.009880742	-0.004097784	0.009749368	-0.005657742	-0.001714444	0.001760026	0.03000327	-0.02307364	-0.05137094	-0.01107965	-0.006127857	0.01569976	-0.006607962	0.006207477	0.0165406	-0.01798646	0.0158907	-0.001614931	-0.003331486	0.01947209	0.00990664	-0.0135869	-0.02091812
NA20512	NA20512	-0.06526708	-0.1865477	0.04716274	0.04009724	0.08744514	-0.01159885	0.01682325	-0.0107094	-8.559189e-05	0.004414436	-0.002499591	-0.006041947	0.005791014	0.005005084	0.01018524	-0.1040271	-0.02633123	0.02219616	0.002944536	-0.009462694	-0.0005110035	-0.00643214	-0.02961579	0.01273732	-0.001385757	0.009102773	-0.003708775	0.009723857	-0.02464632	-0.001064882
NA20513	NA20513	-0.05141639	-0.1791264	0.03615642	0.03545303	0.0934837	0.003180376	0.0006020549	0.003282045	-0.003008488	0.01183188	-0.008666282	0.007840952	0.001578917	0.01644767	0.001115705	-0.07964764	-0.01232043	-0.002527839	0.01494194	0.007805881	0.002284529	0.02343033	-0.004466269	-0.009361614	0.01347579	0.0003765344	-0.009802056	0.01988057	0.01070654	0.003845419
NA20514	NA20514	-0.06227171	-0.184929	0.03313497	0.03363324	0.09146828	0.002236772	0.00473319	0.002914469	0.003938744	-0.002442372	0.006481749	0.001268759	-0.000459656	0.00854131	-0.002168544	-0.07556803	-0.01497372	-0.01112467	0.008773419	-0.003462238	-0.006555096	-0.01404684	-0.01494427	0.01166377	0.01845132	-0.001469614	0.02202125	0.03360035	-0.01222119	0.004765329
NA20515	NA20515	-0.06497288	-0.1862886	0.03853545	0.03844367	0.08483868	0.004098935	0.001033626	0.008067106	-0.003965701	0.005212771	0.002792641	0.02093522	0.005446667	0.00708981	-0.006976625	-0.07797565	-0.01647053	-0.0002683613	-0.00506773	-0.003669775	-0.0005366494	0.003566613	0.002313356	0.01302345	0.01029706	0.01620144	0.01448132	0.01579278	-0.01663177	-0.007615481
NA20516	NA20516	-0.05546498	-0.1905937	0.03633977	0.03840685	0.08636254	-0.0004727267	-0.008101052	0.001001046	-0.002033325	-0.002967788	0.001647649	0.00448621	0.008068575	-0.0002337719	-0.008380608	-0.08633184	-0.003112378	0.01625704	0.008356725	-0.01098831	0.02138674	-0.018506	-0.02952077	0.01195787	-0.01083164	-0.0004434622	0.006815393	0.01629346	0.004293994	-0.001906362
NA20517	NA20517	-0.0578415	-0.1815009	0.04366099	0.0427697	0.0913407	-0.004058528	0.0009583558	0.003827143	-0.0007407128	-0.01586147	0.009093107	0.002240262	0.00662162	-0.005266944	-0.0094275	-0.08637721	-0.01227073	-0.01143472	0.0005686367	-0.0251897	0.008237138	0.001703632	0.006072217	-0.0199106	0.01434172	-0.007490244	0.0006075888	-0.006384586	-0.008942768	-0.01605781
NA20518	NA20518	-0.05986291	-0.1907976	0.04739387	0.0434528	0.07629961	0.009926618	0.001478105	-0.008488909	0.001440246	-0.003884842	0.01309439	0.01375367	-0.001686941	0.006688314	-0.01050597	-0.08081271	-0.01556642	-0.00954521	0.01293578	-0.02434866	-0.01139074	-0.00622393	0.003724647	-0.01003231	-0.004571506	-0.01886765	0.009588703	0.03916511	-0.004644483	-0.007338495
NA20519	NA20519	-0.06047363	-0.1836457	0.04206361	0.03433043	0.09747112	-0.008059881	-0.009002913	0.0120665	-0.001144026	0.005837667	0.009507664	0.001113938	0.003126286	0.01149253	-0.01554908	-0.08656022	-0.009494861	-0.002231433	-0.01296594	-0.01029797	0.003714554	-0.003464277	-0.005135352	-0.01215006	0.004763955	-0.01807718	0.02111764	0.02615901	-4.805188e-05	-0.02601876
NA20520	NA20520	-0.05544128	-0.1867813	0.03557613	0.04821583	0.07573609	-0.009523446	-0.007327085	-0.01896833	0.00654082	-0.000475342	-0.01522276	0.003337247	-0.01165386	-0.01166936	-0.01897708	-0.07840309	-0.007529608	0.004861348	0.00675511	-0.009703905	-0.00190246	-0.01155508	-0.0149713	0.02468725	-0.001353916	-0.004973237	0.01847158	0.01850755	0.0006161045	-0.006661885
NA20521	NA20521	-0.06267311	-0.1897898	0.03538467	0.03562885	0.09554333	0.0107702	0.006703454	-0.01324374	0.0004085629	0.002132051	0.0003292492	0.001275679	0.001213847	0.001444437	-0.003117724	-0.07247497	-0.01438159	0.00555614	-0.005566042	-0.00122728	-0.005297755	-0.01810006	-0.005536714	0.01065592	-0.002973714	-0.01084252	0.003418856	0.009728548	0.01705335	0.003989883
NA20522	NA20522	-0.0614386	-0.1835342	0.03954287	0.02580614	0.0775558	0.01460546	-0.0008739533	0.006820732	0.002372954	0.005746298	-0.004113786	-0.005527704	0.00169082	0.007472095	-0.002400653	-0.0461852	-0.02312947	-0.0004751538	0.01264382	-0.01248202	0.004183835	0.01687303	0.001848046	-0.005195184	0.01443997	-0.006326502	0.008901771	0.01173195	0.01058115	0.004761617
NA20524	NA20524	-0.06603595	-0.1877084	0.05045509	0.04019528	0.08376391	-0.00161155	0.006583673	-0.004795995	-0.003168484	-0.00666193	-0.00334243	0.00252703	-0.005334047	0.005857444	-0.02846228	-0.04417661	-0.009943872	-0.008217342	-0.004088953	0.002031279	-0.008188013	-0.002880589	-0.01821789	-0.01372783	0.006905849	0.005212142	-0.001617837	0.0005341214	-0.008793664	-0.005092865
NA20525	NA20525	-0.05381169	-0.1876393	0.03820725	0.03973822	0.08232597	-0.003203779	0.01091779	-0.002607288	-0.005221201	0.005449079	0.004421944	0.01117005	-0.004893926	-0.01002005	-0.002049744	-0.07930136	0.000390317	0.02070013	-0.01226824	-0.01240815	0.0005748123	0.02044751	-0.01443824	0.006842632	0.01126586	-0.01179067	0.01366373	0.01188522	0.001192772	-0.01656508
NA20527	NA20527	-0.05921491	-0.1834379	0.0416265	0.03769904	0.08187768	-0.01093139	-0.003597848	-0.01461145	0.001806908	-0.005232518	0.005306811	0.01061988	-0.01010088	0.009274366	0.01474997	-0.05278399	-0.004996214	0.007556269	0.01398362	0.002686687	0.0168319	0.001829435	0.003416049	0.007279303	0.004776839	-0.0001965902	-0.008202969	0.007826056	-0.00700009	0.007836107
NA20528	NA20528	-0.05816342	-0.1794036	0.03263762	0.03662132	0.08729346	0.0001654226	-0.01566749	-0.008809536	-0.000956508	0.01128306	-0.008209456	-0.0001947352	0.002480523	0.0024946	-0.009727863	-0.07118765	-0.0179587	-0.00712093	0.006611238	0.001127183	-0.007415028	0.003368969	0.0004008729	0.001011589	0.001830206	1.374772e-05	-0.006718196	0.01521682	-0.001424017	0.0003929012
NA20529	NA20529	-0.05849659	-0.1865608	0.04418311	0.03750543	0.08926875	0.01409789	0.002238231	-0.0047593	0.001633819	0.006101676	-0.005043392	-0.001014919	-0.001341122	0.01183523	0.003446999	-0.07725837	-0.00150376	-0.004123566	0.006924079	-0.01956405	-0.004939602	0.00507461	-0.003907844	-0.009912076	0.006044421	-0.02402675	-0.005572144	0.002150495	-0.004887204	-0.003404199
NA20530	NA20530	-0.0618648	-0.1876351	0.04516639	0.03945915	0.09009075	-0.005042478	0.002558071	-0.009620294	0.006854514	-0.004870534	-0.0009801483	0.006606443	0.008837673	0.0131383	-0.003720331	-0.05983987	-0.01624762	-0.01626012	0.001663161	-0.006913788	0.004275232	-0.02159905	0.005271395	-0.0116678	0.01029193	-0.001160554	0.01315419	-0.005429675	0.003739743	-0.007204457
NA20531	NA20531	-0.06306988	-0.1878991	0.04270775	0.03503306	0.09174088	0.01065799	-0.0004112543	-0.011213	-0.006084881	0.003528376	0.003534894	-0.006696251	-0.005866802	0.01300977	-0.006381826	-0.07831694	-0.01479817	0.008542028	0.008493109	-0.02119122	0.02172335	-0.002039324	-0.01420675	-0.006973963	3.957385e-05	0.00300819	-0.0005563406	-0.0142049	-0.001445537	-0.007625992
NA20532	NA20532	-0.0579179	-0.1828644	0.03952284	0.03902041	0.08248238	-0.01116064	0.008692104	0.01020573	-0.0007178505	-0.004919177	-0.01150517	-0.0001127185	-0.0002125863	0.009054496	-0.02142803	-0.0805277	-0.01535593	-0.01286545	0.01869422	-0.01060568	-0.01470971	-0.00234696	-0.01099759	0.005245363	0.0007992114	-0.01242829	0.004129166	-0.01727082	-0.01302689	0.01278701
NA20533	NA20533	-0.06815164	-0.1880813	0.03682609	0.03608537	0.09778401	-0.007591432	-0.001363096	0.006627204	0.01117552	-0.008965641	-0.008710267	0.003687591	-0.01199202	0.01956906	-0.01043272	-0.07619268	0.007687915	0.005800789	-0.004632879	-0.01778566	0.001270599	0.008721746	-0.01857436	0.008860674	0.01320168	0.000590933	-0.008539953	0.0003362745	-0.009963054	-0.0009749115
NA20534	NA20534	-0.06352306	-0.1938797	0.03652352	0.03574103	0.08652493	-0.005936911	-0.006331937	-0.01182382	-0.005249545	-0.0158773	-0.002253356	0.01703791	-0.006473339	-0.002560673	-0.01197231	-0.06977734	0.01559565	-0.00896348	0.01743688	-0.004721159	-0.00650648	-0.004909368	0.001926599	0.008200497	0.01022719	0.000240385	0.01322534	0.02422446	-0.0148809	0.004431109
NA20535	NA20535	-0.05886308	-0.1865002	0.04350747	0.03668916	0.0790855	0.0009860719	-0.003389028	0.0128971	-0.01067793	-0.01909344	0.0004177934	0.00765352	-0.00329483	-0.01416635	0.003833203	-0.05375528	-0.01111084	0.000209025	0.007715868	-0.02176878	-0.003336608	-0.00899095	-0.01088299	0.004038836	0.009677388	-0.01165156	0.0166354	-0.002632684	0.0007119189	-0.003843568
NA20536	NA20536	-0.06854952	-0.1853403	0.04972375	0.03924713	0.08417414	-0.004338841	0.003217128	-0.004464214	-0.001869898	-0.02160625	0.0001155076	0.007340971	-0.004812612	-0.01707963	-0.003567466	-0.08111497	-0.01407143	-0.01252374	0.009526313	0.01546809	-0.004578472	-0.00619194	0.003814864	-0.004532144	0.008963942	-0.0327381	0.001822922	0.0168927	0.009205434	-0.01968054
NA20538	NA20538	-0.05749735	-0.1884881	0.05086218	0.03141997	0.09493396	0.008951929	0.006909645	-0.00479	-0.004050581	0.002787554	-0.005997281	-0.0002483969	-0.004825184	0.01204139	-0.0007238195	-0.09897764	-0.01204237	-0.007722022	-0.0170776	0.01130746	-0.0137403	-0.01622107	-0.009697153	0.01995921	-0.0007320494	0.01639502	-0.0152642	0.01554948	0.01225919	-0.003176863
