FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30
HG01326	HG01326	-0.004567451	-0.09144194	0.06244436	-0.08574266	0.05569375	0.008853381	-0.007964401	0.003964491	0.00260377	0.01416168	-0.006047543	0.002306809	0.01272119	-0.1128346	-0.003248736	0.03616811	-0.03317022	-0.01034089	-0.03051977	0.003007816	0.01985637	0.006732554	-0.02801209	-0.01428616	-0.03957495	9.762138e-06	-0.003296046	0.005137045	0.01552762	0.02142425
HG01334	HG01334	-0.0767441	-0.1874816	0.05905158	0.03683405	0.01403344	-0.005135409	0.0003298298	-0.005492077	-0.003037862	0.004443467	0.002703904	0.004583546	-0.0005329893	0.04751981	0.01029451	0.03267971	-0.0009401885	-0.0005456841	0.0009570048	-0.006420624	-0.002449702	0.009352979	0.00531354	0.006240692	-0.001890311	0.004526037	0.006011334	-0.002280923	0.006968826	-0.01780705
HG01392	HG01392	0.03445927	-0.06719285	0.0498574	-0.09304049	0.04388066	0.006301365	0.002007107	-0.01412974	-0.01635654	-0.005942228	-0.02386347	0.0008357641	0.006109951	-0.09708219	-0.01126863	0.01799182	0.006398464	0.0107027	-0.02359726	0.005810046	0.02558526	0.01806944	0.02044966	0.008032733	0.01551712	0.02570077	0.00111307	0.002327594	0.03034091	-0.02047847
HG01393	HG01393	0.06851887	-0.07088547	0.05792318	-0.0579465	0.04649718	0.008291771	0.006084322	-0.02255964	0.01472835	-0.003250931	0.00220743	0.01450871	0.01184698	-0.1041883	-0.007733666	0.03281261	-0.02466189	-0.001184731	0.00143696	0.01846221	-0.02664672	-0.05327059	-0.005363413	0.004201879	-0.02009457	-0.009458497	-0.0338265	-0.003292004	-0.0006377562	-0.05464468
HG01395	HG01395	-0.01754391	-0.1208463	0.05978111	-0.06062946	0.06489666	0.007393622	0.001333259	0.01531904	-0.0009002822	0.006476327	-0.01980502	0.007203603	0.006095311	-0.07650606	-0.02243479	0.02476858	-0.01023537	0.00387722	0.001812746	0.0116684	-0.009262629	0.0001847938	0.02222495	0.005610679	-0.001055344	0.01001836	-0.003030565	-0.004634786	0.00505451	-0.008795897
HG01396	HG01396	0.04678384	-0.06370738	0.0487009	-0.09187449	0.03949387	0.001653336	0.008311077	-0.02473035	-0.007417007	0.00537309	-0.01049138	-0.002768661	0.0251143	-0.0717716	-0.006310239	0.05556706	0.006725993	-0.01662468	-0.008258336	-0.007911644	0.009414783	-0.01679159	-0.004520488	-0.01676569	-0.008826201	-0.01377494	-0.03331489	0.001179483	-0.04201625	0.02569412
HG01398	HG01398	0.03671192	-0.08305084	0.04737836	-0.07566953	0.04611426	0.003385728	-0.007515289	-0.004858511	-0.004429515	0.002155317	-0.003244084	0.005802106	-0.003181336	-0.08989838	-0.005204775	0.02292775	-0.02500887	0.005564781	-0.03082394	-0.07144904	-0.02396	0.009036434	0.003863211	-0.003655359	-0.008484963	-0.005344801	-0.0004149729	-0.02542009	0.01406633	0.03815292
HG01402	HG01402	0.03156029	-0.07102725	0.05157423	-0.07963733	0.05253488	0.00322574	0.0003552162	0.02266795	0.0174468	0.0109684	0.0002725081	0.01833731	0.001814506	-0.100543	-0.01174743	0.01592011	-0.007015655	-0.02721725	0.0002794664	-0.002848313	-0.01632457	-0.0117058	0.003844105	-0.02432729	0.0009114077	-0.02189929	-0.01689931	-0.01887853	0.01240676	-0.01813009
HG01403	HG01403	0.0432243	-0.06685217	0.05388134	-0.07744568	0.0480125	0.003122988	-0.0006822096	-0.01411745	-0.01181008	0.00993183	-0.006418999	0.0006458702	-0.01747075	-0.08186585	-0.02903792	0.0380579	0.01218791	0.03067371	0.01060719	0.02507827	-0.0005118635	0.004599781	0.02528537	0.000173631	0.01990916	0.01791237	-0.05085927	0.008274316	-0.01924098	-0.01827208
HG01405	HG01405	-0.004484147	-0.1207766	0.0565009	-0.03999992	0.06119977	0.01574424	-0.01924953	-0.007774911	-0.00165103	-0.01168678	0.007417369	0.01624485	0.01117736	-0.07516426	-0.01021365	0.03751048	-0.02351245	-0.000336743	-0.01582251	0.0113758	-0.01092028	-0.004407025	-0.01028617	-0.01790604	-0.01876805	-0.01708456	-0.01145047	-0.01431393	-0.01575457	0.001930115
HG01412	HG01412	-0.016438	-0.09011847	0.06495306	-0.1147914	0.07249569	-0.007913474	-0.0216785	-0.004050803	-0.01054246	0.01883122	-0.01673439	0.01795608	0.002514841	-0.1258621	-0.02099002	0.07365824	0.003574218	-0.001453623	-0.01649384	-0.0003004965	-0.01357986	-0.002751668	0.0127203	0.002190242	-0.006092297	0.008033063	-0.004236338	-0.01201235	-0.009498884	0.007738667
HG01413	HG01413	0.02360298	-0.07527225	0.05218913	-0.09307816	0.06526375	-0.002195339	0.008444908	-0.01115316	-0.006173826	0.004228997	-0.009582103	0.01077357	0.02094619	-0.1036247	-0.01873677	0.03083681	-0.01827422	0.001803936	-0.0001244666	0.02454838	-0.006574775	0.009332929	0.01767625	-0.007100457	-0.01112064	-0.007250233	-0.01677467	7.595758e-05	0.0154123	0.03351709
HG01414	HG01414	0.01587682	-0.08336617	0.05508924	-0.06993253	0.04854107	-0.003136326	-0.004308583	0.004647579	-0.002154343	0.007722688	-0.004095322	-0.006288151	0.01152351	-0.08670457	-0.001482675	0.03963343	0.003659276	0.02787575	0.006188142	0.01003742	-0.009216995	-0.02264673	0.01831354	-0.02810042	0.01789328	-0.008814274	-0.01170514	-0.03172244	-0.01195611	0.05402838
HG01583	HG01583	-0.06521952	-0.03293345	-0.1776951	-0.007666628	0.0007108244	0.006770865	0.00582015	0.01186571	0.00322302	-0.03501022	0.00974923	-0.008901584	0.006140819	0.01374076	-0.00460794	-0.009841967	0.004257336	-0.01215278	-0.01494152	0.0217888	0.005894239	0.009807047	0.01923238	-0.003566852	-0.02099325	0.02482857	-0.005423411	-0.02551267	0.004967188	0.02048257
HG01586	HG01586	-0.07277183	-0.03549143	-0.1668366	0.003642336	-0.0002215666	-0.00835603	0.00262247	-0.006063493	-0.001733153	-0.008124476	-0.007835978	0.001676371	-0.001257127	0.005846021	-0.004960986	-0.03070736	-0.002760633	-0.02589784	-0.02137098	0.007104005	-0.0001658161	0.01405517	0.02687313	-0.02012966	0.01449876	0.02181658	-0.007891277	-0.04098832	0.01516959	0.01718165
HG01589	HG01589	-0.07467758	-0.03874163	-0.1712464	-0.01332946	0.01059738	-0.002173263	0.006622837	0.01563784	0.01153029	-0.02431158	-0.01750323	0.0002349653	-0.01060927	0.0002263314	0.001505586	-0.008397945	-0.01694391	-0.03229679	-0.02302838	0.02633693	-0.02581339	0.0208744	0.02197781	-0.01131353	-0.008362466	0.02996587	-0.04514566	-0.04799294	0.00353188	0.01608651
HG01593	HG01593	-0.06725517	-0.05571073	-0.1650353	0.003116563	0.008209533	-0.001573571	8.598621e-05	0.01956249	-0.01153212	-0.02488199	0.00699727	0.02091221	0.005961036	0.01236627	-0.03224933	-0.02003285	-0.005433448	-0.03683265	-0.004239435	0.002760962	0.009924329	0.006943044	0.0431968	-0.02451975	-0.006063465	0.03372447	-0.04002906	-0.06431427	0.007972148	0.02891339
HG01789	HG01789	-0.07342308	-0.1968352	0.06373626	0.03582377	0.01035662	-0.001785618	-0.004610859	0.02554627	-0.0052941	0.002068855	0.008293787	-0.003939119	0.008545642	0.03716456	0.005816024	0.06845385	0.009127104	0.02211251	-0.01949327	0.01697954	0.01147323	0.0007073691	0.004273556	0.01515273	0.001545552	0.01436076	0.001194131	0.00752317	-0.0004136783	-0.002418013
